bot	id	type	arabic	translit	english
DE	146	classic	Fusha ist wichtig – aber sie reicht für den Alltag in Ägypten nicht aus!	Fusha ist wichtig – aber sie reicht für den Alltag in Ägypten nicht aus!	Hocharabisch ist wichtig – aber für den Alltag in Ägypten reicht es nicht.
DE	147	classic	Du lernst: Mādhā taf3al?	Du lernst: Mādhā taf3al?	Du lernst: „Was machst du?“
DE	148	classic	Ein Ägypter sagt: Bet3mel eh?	Ein Ägypter sagt: Bet3mel eh?	Ein Ägypter sagt: „Was machst du?“
DE	149	classic	Du lernst: Urīd	Du lernst: Urīd	Du lernst: „Ich möchte …“
DE	150	classic	Ein Ägypter sagt: 3ayez	Ein Ägypter sagt: 3ayez	Ein Ägypter sagt: „Ich möchte …“
DE	151	classic	Masri bringt dich näher an echte Gespräche!	Masri bringt dich näher an echte Gespräche!	Mit Masri verstehst du echte Gespräche im Alltag viel besser.
DE	152	classic	جيت عشان أشوفك	geet 3ashan ashoofak	Ich bin gekommen, um dich zu sehen.
DE	153	classic	بذاكر عشان أنجح	bazaker 3ashan anga7	Ich lerne, damit ich bestehe.
DE	154	classic	اشتغلت عشان الفلوس	eshtaghalt 3ashan el-feloos	Ich habe für das Geld gearbeitet.
DE	155	classic	خرجت عشان أتمشى شوية	kharagt 3ashan atmasha shewaya	Ich bin rausgegangen, um ein bisschen spazieren zu gehen.
DE	156	classic	إنت فين دلوقتي؟	enta fein delwa2ty?	Wo bist du gerade?
DE	157	classic	أنا في البيت	ana fel beet	Ich bin zu Hause
DE	158	classic	إنت لوحدك؟	enta lewa7dak?	Bist du allein?
DE	159	classic	أيوه لوحدي	aywa lewa7dy	Ja, ich bin allein
DE	160	classic	وصلت إمتى؟	weselt emta?	Wann bist du angekommen?
DE	161	classic	لسه واصل حالا	lessa wasel 7ala	Ich bin gerade erst angekommen
DE	162	reveal	Zustimmen auf Ägyptisch		reveal: 6 rows
DE	163	classic	أنا ماشية على طول	ana mashya 3ala tool	Ich gehe geradeaus.
DE	164	classic	أنا برجّع لورا	ana bargga3 lewara	Ich gehe zurück.
DE	165	classic	أنا بروح ناحية الشمال	ana baroo7 na7yet el-shemal	Ich gehe nach links.
DE	166	classic	أنا بروح ناحية اليمين	ana baroo7 na7yet el-yemeen	Ich gehe nach rechts.
DE	167	classic	أنا بلف	ana balef	Ich biege ab.
DE	168	classic	أنا بجري	ana bagry	Ich renne.
DE	169	reveal	Was ich alles habe		reveal: 5 rows
DE	170	reveal	Ägyptische Sätze für Anfänger		reveal: 5 rows
DE	171	reveal	Zeitangaben auf Ägyptisch		reveal: 6 rows
DE	172	reveal	روتين الصبح بالمصري		reveal: 6 rows
DE	173	reveal	كلام مصري يطمنك		reveal: 5 rows
DE	174	reveal	Dinge, die Ägypter sagen		reveal: 7 rows
DE	175	reveal	Wichtige Sätze für Anfänger		reveal: 8 rows
DE	176	reveal	Wichtige Sätze im Arabischkurs		reveal: 6 rows
DE	177	reveal	Die wichtigsten ägyptischen Sätze, Part 1		reveal: 8 rows
DE	178	reveal	Sätze für Arbeit und Studium, Part 1		reveal: 5 rows
DE	179	reveal	So fragst und antwortest du auf Ägyptisch		reveal: 8 rows
DE	180	reveal	Sätze aus jedem ägyptischen Haushalt		reveal: 5 rows
DE	181	classic	خد الباب في إيدك وإنت طالع	khod el-bab fe eedak wenta tale3	Nimm die Tür mit nach oben.
DE	182	classic	نزلت أشتري حاجات من السوبرماركت	nezelt ashtary 7agat men el-supermarket	Ich bin runtergegangen, um Sachen im Supermarkt zu kaufen.
DE	183	classic	صحيني بكرة الصبح ضروري	sa7eeny bokra el-sob7 darory	Weck mich morgen früh unbedingt.
DE	184	classic	لم الهدوم من على الحبل	lem el-hodoom men 3ala el-7abl	Hol die Wäsche von der Leine.
DE	185	classic	غسلتي الهدوم ولا لسه يا ماما؟	ghasalti el-hodoom wala lessa ya mama?	Hast du die Wäsche schon gewaschen oder noch nicht, Mama?
DE	186	reveal	Sätze, die Ägypter ständig sagen		reveal: 7 rows
DE	187	reveal	Ägyptische Sätze für schwierige Entscheidungen		reveal: 7 rows
DE	188	classic	ماشي يا سيدي موافق	mashi ya sidi mwafe2	Okay, ich bin einverstanden.
DE	189	classic	الكلام ده مش مظبوط خالص	el-kalam da mesh mazboot khales	Das stimmt überhaupt nicht.
DE	190	classic	عندك حق في النقطة دي	3andak 7a2 fe el-no2ta di	Da hast du recht.
DE	191	classic	أنا مش موافق على الكلام ده	ana mesh mwafe2 3ala el-kalam da	Ich bin damit nicht einverstanden.
DE	192	classic	تمام زي الفل اتفقنا خلاص	tamam zay el-fol etfa2na khalas	Alles klar, abgemacht.
DE	193	classic	الأكل حلو أوي	el-akl 7elw awi	Das Essen ist sehr lecker.
DE	194	classic	الشوربة حادقة شوية	el-shorba 7ade2a shewaya	Die Suppe ist ein bisschen zu salzig.
DE	195	classic	الكيكة مسكرة أوي	el-keka mesakkara awi	Der Kuchen ist viel zu süß.
DE	196	classic	اللحمة محتاجة شوية ملح	el-la7ma me7taga shewayet mel7	Das Fleisch braucht ein bisschen Salz.
DE	197	classic	الكشري حامي جدًا	el-koshary 7amy geddan	Das Koshary ist sehr scharf.
DE	198	classic	الأكل حلو أوي	el-akl 7elw awi	Das Essen ist sehr lecker.
DE	199	classic	الشوربة حادقة شوية	el-shorba 7ade2a shewaya	Die Suppe ist ein bisschen zu salzig.
DE	200	classic	الكيكة مسكرة أوي	el-keka mesakkara awi	Der Kuchen ist viel zu süß.
DE	201	classic	اللحمة محتاجة شوية ملح	el-la7ma me7taga shewayet mel7	Das Fleisch braucht ein bisschen Salz.
TR	1	classic	عايز أشرب قهوة دلوقتي	3ayez ashrab ahwa delwa2ti	Şimdi kahve içmek istiyorum
TR	2	cta	Kaç tanesini bildin?		Yorumlarda bize söyle!
TR	3	classic	أنا جعان	ana ga'an	Ben açım
TR	4	classic	أنا عطشان	ana atşan	Ben susadım
TR	5	classic	أنا متضايق	ana mitdayye'	Canım sıkkın
TR	6	classic	أنا مبسوط	ana mabsuut	Ben mutluyum
TR	7	classic	بكنس الأرض	baknes el-ard	Yeri süpürüyorum
TR	8	classic	بلم الألعاب	balemm el-al'ab	Oyuncakları topluyorum
TR	9	classic	برتب السرير	baratteb es-sarir	Yatağı topluyorum
TR	10	classic	بنضف المكتب	banaddaf el-maktab	Masayı temizliyorum
TR	11	classic	بكنس الأرض كل يوم الصبح	baknes el-ard kol yom es-sob7	Her sabah yeri süpürüyorum
TR	12	classic	بلم الألعاب من على الأرض	balemm el-al'ab men 3ala el-ard	Oyuncakları yerden topluyorum
TR	13	classic	برتب السرير بعد ما أصحى	baratteb es-sarir ba3d ma as7a	Uyandıktan sonra yatağı topluyorum
TR	14	classic	بنضف المكتب قبل الشغل	banaddaf el-maktab abl esh-shoghl	İşten önce masayı temizliyorum
TR	15	classic	بكنس الأرض	baknes el-ard	Yeri süpürüyorum
TR	16	classic	بلم الألعاب	balemm el-al'ab	Oyuncakları topluyorum
TR	17	classic	برتب السرير	baratteb es-sarir	Yatağı topluyorum
TR	18	classic	بغسل الهدوم	baghsil el-hudum	Kıyafetleri yıkıyorum
TR	19	classic	بنشر الهدوم	بانşor el-hudum	Kıyafetleri asıyorum
TR	20	classic	بطبق الهدوم	batabba' el-hudum	Kıyafetleri katlıyorum
TR	21	classic	بكوي الهدوم	bakwi el-hudum	Kıyafetleri ütülüyorum
TR	22	classic	اشتريت خضار ب ٧٥ جنيه	iştaret hodar be 75 gineh	75 Mısır lirasına sebze aldım
TR	23	classic	اشتريت طماطم ب ٣٠ جنيه	iştaret tamatem be 30 gineh	30 Mısır lirasına domates aldım
TR	24	classic	اشتريت خيار ب ٢٠ جنيه	iştaret hiyar be 20 gineh	20 Mısır lirasına salatalık aldım
TR	25	classic	اشتريت فلفل ب ٢٠ جنيه	iştaret filfil be 20 gineh	20 Mısır lirasına biber aldım
TR	26	classic	اشتريت جرجير ب ٥ جنيه	iştaret gargir be 5 gineh	5 Mısır lirasına roka aldım
TR	27	classic	أنا لابسة فستان	ana labsa fustan	Elbise giyiyorum
TR	28	classic	أنا لابسة جيبة وبلوزة	ana labsa giiba ve bluza	Etek ve bluz giyiyorum
TR	29	classic	أنا لابسة قميص وبنطلون	ana labsa amiis ve bantalon	Gömlek ve pantolon giyiyorum
TR	30	classic	أنا لابسة بدلة	ana labsa badla	Takım elbise giyiyorum
TR	31	classic	أنا لابسة بيجامة	ana labsa bigama	Pijama giyiyorum
TR	32	classic	أنا بحب أكل المحشي بكل أنواعه	ana bahebb akl el-mahşi be-koll anva'oh	Her çeşit mahşiyi yemeyi seviyorum
TR	33	classic	بحب أكل محشي الكرنب والخس	bahebb akl mahşi el-koronb vel-hass	Lahana ve marul dolmasını seviyorum
TR	34	classic	وبحب محشي الكوسة والباذنجان والفلفل	ve-bahebb mahşi el-kuusa vel-betingan vel-filfil	Kabak, patlıcan ve biber dolmasını seviyorum
TR	35	classic	وبحب كمان الممبار المحشي	ve-bahebb kamen el-mombar el-mahşi	Ayrıca mumbar dolmasını da seviyorum
TR	36	classic	أنا مش فاهم	ana miş fahim	Anlamıyorum
TR	37	classic	أنا مش بتكلم عربي	ana miş batkallem arabi	Arapça konuşamıyorum
TR	38	classic	اتكلم بالراحة شوية	itkallem bir-raha şuvayya	Biraz yavaş konuş
TR	39	classic	على مهلك	ala mahlak	Yavaş ol
TR	40	classic	أنا لسه بتعلم	ana lissa batallim	Daha yeni öğreniyorum
TR	41	classic	دي أول مرة أجرب حمام محشي	di avval marra agarrab hamam mahşi	İlk defa iç pilavlı güvercin deniyorum
TR	42	classic	عايز سندوتش كبدة إسكندراني	ayez sandviç kebda iskandarani	İskenderiye usulü ciğer sandviçi istiyorum
TR	43	classic	الفتة دي طعمها حلو أوي	el-fatta di ta'maha helv avi	Bu fettanın tadı çok güzel
TR	44	classic	عايز حواوشي سخن لو سمحت	ayez havavşi sohn lav samaht	Sıcak havavşi istiyorum, lütfen
TR	45	classic	أنا بحب الملوخية مع الرز	ana bahebb el-molokhiyya ma' er-rozz	Molohiyeyi pilavla seviyorum
TR	46	classic	عايز سندوتش طعمية وفول	ayez sandviç ta'miyya ve fuul	Taameya ve ful sandviçi istiyorum
TR	47	classic	أيام الأسبوع عند المصريين بتبدأ السبت وبتنتهي الجمعة	ayyam el-usbu' and el-masriyyin bitibda es-sabt ve-bitinti el-gom'a	Mısırlılarda hafta cumartesi başlar ve cuma günü biter
TR	48	classic	السبت أجازة رسمية في مصر	es-sabt agaza rasmiyya fi Masr	Cumartesi Mısır'da resmî tatildir
TR	49	classic	الأحد أول أيام الدراسة	el-hadd avval ayyam ed-dirasa	Pazar okulun ilk günüdür
TR	50	classic	الإثنين أجازة الحلاقين في مصر	el-itnen agazet el-halla'in fi Masr	Pazartesi Mısır'da berberlerin tatil günüdür
TR	51	classic	يوم الثلاثاء عندنا سوق التلات	yom et-talatt andena su' et-talatt	Salı günü bizde Salı Pazarı kurulur
TR	52	classic	يوم الأربعاء عندنا سوق الأربع برضه	yom el-arba' andena su' el-arba' bardo	Çarşamba günü de Çarşamba Pazarı kurulur
TR	53	classic	الخميس نهاية أيام العمل الرسمية	el-hamis nihayet ayyam el-amal er-rasmiyya	Perşembe resmî çalışma haftasının son günüdür
TR	54	classic	الجمعة أجازة رسمية في مصر	el-gom'a agaza rasmiyya fi Masr	Cuma Mısır'da resmî tatildir
TR	55	classic	دي قهوة مظبوط	di ahwa mazbuut	Bu orta şekerli kahve
TR	56	classic	عايز قهوة مظبوط لو سمحت	ayez ahwa mazbuut lav samaht	Orta şekerli kahve istiyorum, lütfen
TR	57	classic	دي قهوة سادة	di ahwa sada	Bu şekersiz kahve
TR	58	classic	عايز قهوة سادة لو سمحت	ayez ahwa sada lav samaht	Şekersiz kahve istiyorum, lütfen
TR	59	classic	القهوة من غير سكر لو سمحت	el-ahwa min ğeer sokkar lav samaht	Kahve şekersiz olsun, lütfen
TR	60	classic	أنا بطبخ	ana batboh	Yemek yapıyorum
TR	61	classic	أنا بحب أطبخ	ana bahebb atboh	Yemek yapmayı seviyorum
TR	62	classic	أنا بطبخ كل يوم	ana batboh kol yom	Her gün yemek yapıyorum
TR	63	classic	أنا بطبخ الغدا كل يوم	ana batboh el-ğada kol yom	Her gün öğle yemeği yapıyorum
TR	64	classic	أنا بحب أتمشى	ana bahebb atmaşşa	Yürüyüş yapmayı seviyorum
TR	65	classic	أنا بحب أتمشى كل يوم	ana bahebb atmaşşa kol yom	Her gün yürüyüş yapmayı seviyorum
TR	66	classic	أنا بحب أتمشى كل يوم مع أصحابي	ana bahebb atmaşşa kol yom ma' ashabi	Her gün arkadaşlarımla yürüyüş yapmayı seviyorum
TR	67	classic	أنا بحب أتمشى كل يوم الساعة ٦ الصبح	ana bahebb atmaşşa kol yom es-sa'a setta es-sob7	Her gün sabah saat altıda yürüyüş yapmayı seviyorum
TR	68	classic	وبحب أتمشى الساعة ١٠ بالليل	ve-bahebb atmaşşa es-sa'a aşara bil-leel	Gece saat onda yürüyüş yapmayı da seviyorum
TR	69	classic	دي شجرة كبيرة	di şagara kebira	Bu büyük bir ağaç
TR	70	classic	دي أشجار كبيرة	di aşgar kebira	Bunlar büyük ağaçlar
TR	71	classic	دي وردة جميلة	di varda gamila	Bu güzel bir gül
TR	72	classic	دي ورود جميلة	di vurud gamila	Bunlar güzel güller
TR	73	classic	دي برتقالة حلوة	di borta'ana helva	Bu tatlı bir portakal
TR	74	classic	ده برتقال حلو	da borta'an helv	Bunlar tatlı portakallar
TR	75	classic	دي تفاحة حمرا	di toffaha hamra	Bu kırmızı bir elma
TR	76	classic	ده تفاح أحمر	da toffah ahmar	Bunlar kırmızı elmalar
TR	77	classic	دي رمانة كبيرة	di rommana kebira	Bu büyük bir nar
TR	78	classic	ده رمان كبير	da romman kebir	Bunlar büyük narlar
TR	79	classic	مش مشكلة يا صاحبي	miş moşkila ya sahbi	Sorun değil arkadaşım
TR	80	classic	ولا يهمك يا حبيبي	vala yihimmak ya habibi	Hiç önemli değil dostum
TR	81	classic	عادي يا عم ولا يهمك	adi ya amm vala yihimmak	Boş ver, hiç önemli değil
TR	82	classic	مش هتفرق معايا خالص	miş hatifra' ma'aya halis	Benim için hiç fark etmez
TR	83	classic	حصل خير ولا يهمك	hasal heer vala yihimmak	Olan oldu, sorun değil
TR	84	classic	خيرها في غيرها يا صاحبي	heerha fi ğeerha ya sahbi	Kısmet değilmiş, başka sefere
TR	85	classic	الكتاب فوق الترابيزة	el-kitab fo' et-tarabeeza	Kitap masanın üstünde
TR	86	classic	الشنطة تحت الكرسي	eş-şanta taht el-korsi	Çanta sandalyenin altında
TR	87	classic	الباب على اليمين	el-bab ala el-yemin	Kapı sağ tarafta
TR	88	classic	الشباك على الشمال	eş-şobbak ala eş-şimal	Pencere sol tarafta
TR	89	classic	الموبايل على السرير	el-mobayl ala es-sarir	Telefon yatağın üstünde
TR	90	classic	المفتاح جوه الشنطة	el-miftah govva eş-şanta	Anahtar çantanın içinde
TR	91	classic	الكرسي ما بين الترابيزتين	el-korsi ma ben et-tarabeezten	Sandalye iki masanın arasında
TR	92	classic	الشنطة جنب الباب	eş-şanta gamb el-bab	Çanta kapının yanında
TR	93	classic	الكتاب فوق الترابيزة	el-kitab fo' et-tarabeeza	Kitap masanın üstünde
TR	94	classic	الشنطة تحت الكرسي	eş-şanta taht el-korsi	Çanta sandalyenin altında
TR	95	classic	الباب على اليمين	el-bab ala el-yemin	Kapı sağ tarafta
TR	96	classic	الشباك على الشمال	eş-şobbak ala eş-şimal	Pencere sol tarafta
TR	97	classic	الموبايل على السرير	el-mobayl ala es-sarir	Telefon yatağın üstünde
TR	98	classic	المفتاح جوه الشنطة	el-miftah govva eş-şanta	Anahtar çantanın içinde
TR	99	classic	الكرسي ما بين الترابيزتين	el-korsi ma ben et-tarabeezten	Sandalye iki masanın arasında
TR	100	classic	الشنطة جنب الباب	eş-şanta gamb el-bab	Çanta kapının yanında
TR	101	classic	الكتاب فوق الترابيزة	el-kitab fo' et-tarabeeza	Kitap masanın üstünde
TR	102	classic	الشنطة تحت الكرسي	eş-şanta taht el-korsi	Çanta sandalyenin altında
TR	103	classic	الباب على اليمين	el-bab ala el-yemin	Kapı sağ tarafta
TR	104	classic	الشباك على الشمال	eş-şobbak ala eş-şimal	Pencere sol tarafta
TR	105	classic	الموبايل على السرير	el-mobayl ala es-sarir	Telefon yatağın üstünde
TR	106	classic	المفتاح جوه الشنطة	el-miftah govva eş-şanta	Anahtar çantanın içinde
TR	107	classic	الكرسي ما بين الترابيزتين	el-korsi ma ben et-tarabeezten	Sandalye iki masanın arasında
TR	108	classic	الشنطة جنب الباب	eş-şanta gamb el-bab	Çanta kapının yanında
TR	109	classic	معلش حصل خير	ma'leş hasal heer	Boş ver, olan oldu
TR	110	classic	ما تزعلش نفسك	ma tez'alş nafsak	Kendini üzme
TR	111	classic	خلاص انسى الموضوع	halas insa el-mavdu'	Tamam, konuyu unut
TR	112	classic	ولا كأن حاجة حصلت	vala ka'en haga hasalit	Hiçbir şey olmamış gibi düşün
TR	113	classic	مفيش داعي تعتذر	mafiiş da'i ti'tezir	Özür dilemene gerek yok
TR	114	classic	الموضوع بسيط ما تقلقش	el-mavdu' basiit ma te'la'ş	Konu basit, endişelenme
TR	115	classic	عايز أروح وسط البلد لو سمحت	ayez aruh vest el-balad lav samaht	Şehir merkezine gitmek istiyorum, lütfen
TR	116	classic	ممكن تفتح العداد لو سمحت؟	momken teftah el-addad lav samaht	Taksimetreyi açabilir misin, lütfen?
TR	117	classic	الطريق زحمة أوي النهارده	et-tari' zahma avi en-naharda	Bugün trafik çok yoğun
TR	118	classic	ممكن تمشي من الطريق التاني؟	momken temşi min et-tari' et-tani	Diğer yoldan gidebilir misin?
TR	119	classic	نزلني هنا لو سمحت	nazzilni hina lav samaht	Beni burada indir, lütfen
TR	120	classic	الأجرة كام لو سمحت؟	el-ogra kam lav samaht	Ücret ne kadar, lütfen?
TR	121	classic	أنا ماشية	ana maşya	Yürüyorum
TR	122	classic	أنا ماشية رايحة السوق	ana maşya rayha es-su'	Pazara gidiyorum
TR	123	classic	أنا ماشية رايحة السوق أشتري خضار	ana maşya rayha es-su' aşteri hodar	Sebze almak için pazara gidiyorum
TR	124	classic	هشتري خضار وفاكهة	haşteri hodar ve-fakha	Sebze ve meyve alacağım
TR	125	classic	وهجيب سمك وطحينة ولمون	ve-hagib samak ve-tahina ve-lamun	Balık, tahin ve limon da alacağım
TR	126	classic	علشان أعمل غدا النهارده	alaşan a'mel ğada en-naharda	Bugün öğle yemeği yapmak için
TR	127	classic	تعالوا اتغدوا معانا	ta'alu itğaddu ma'ana	Gelin, bizimle öğle yemeği yiyin
TR	128	classic	ده مسجد كبير	da masgid kebir	Bu büyük bir cami
TR	129	classic	دي مكتبة صغيرة	di maktaba soğayyara	Bu küçük bir kütüphane
TR	130	classic	ده سوبر ماركت قريب	da supermarket orayyeb	Bu yakın bir süpermarket
TR	131	classic	ده فرن بلدي مشهور	da forn baladi maşhur	Bu meşhur bir mahalle fırını
TR	132	classic	ده كافيه هادي	da kafe hadi	Bu sakin bir kafe
TR	133	classic	ده بيت جميل	da bet gamil	Bu güzel bir ev
TR	134	classic	دي جنينة واسعة	di genena vas'a	Bu geniş bir bahçe
TR	135	classic	إزيك؟	izzayyek	Nasılsın?
TR	136	classic	الحمد لله، وإنتي؟	el-hamdu lillah, ve-enti	İyiyim, sen nasılsın?
TR	137	classic	تمام، إنتي منين؟	tamam, enti minen	İyiyim, sen nerelisin?
TR	138	classic	أنا من تركيا	ana min Torkeya	Ben Türkiyeliyim
TR	139	classic	عندك كام سنة؟	andik kam sana	Kaç yaşındasın?
TR	140	classic	عندي ٢٥ سنة، وإنتي؟	andi hamşa ve-işrin sana, ve-enti	25 yaşındayım, ya sen?
TR	141	classic	أنا برضه عندي ٢٥ سنة	ana bardo andi hamşa ve-işrin sana	Ben de 25 yaşındayım
TR	142	cta	İş yerinde bu diyaloğu kurabilir misin?		İş Yerinde Öğle Molası
TR	143	classic	إنتي هتاكلي إيه؟	enti hatakli eh	Ne yiyeceksin?
TR	144	classic	أنا جايبة أكل من البيت	ana gayba akl min el-beyt	Evden yemek getirdim
TR	145	classic	عملتي إيه النهارده؟	amalti eh en-naharda	Bugün ne yaptın?
TR	146	classic	عملت رز وفراخ	amalt rozz ve-farah	Pilav ve tavuk yaptım
TR	147	classic	الأكل شكله حلو أوي	el-akl şeklo helv avi	Yemek çok güzel görünüyor
TR	148	classic	تعالي كلي معايا	ta'ali koli ma'aya	Gel, benimle ye
TR	149	classic	ماشي، بالهنا والشفا	maşi, bil-hana veş-şifa	Tamam, afiyet olsun
TR	150	cta	Yeni iş arkadaşınla tanışabilir misin?		Yeni İş Arkadaşıyla Tanışma
TR	151	classic	إنتي جديدة هنا؟	enti gedida hina	Burada yeni misin?
TR	152	classic	آه، ده أول يوم ليا	ah, da avval yom leya	Evet, bugün ilk günüm
TR	153	classic	بتشتغلي في قسم إيه؟	bitiştağali fi 'ism eh	Hangi bölümde çalışıyorsun?
TR	154	classic	أنا بشتغل في قسم المبيعات	ana baştğal fi 'ism el-mabi'at	Satış bölümünde çalışıyorum
TR	155	classic	لو احتجتي حاجة قوليلي	lav ihtigti haga 'ulili	Bir şeye ihtiyacın olursa bana söyle
TR	156	classic	شكرا، إنتي ذوق أوي	şokran, enti zo' avi	Teşekkür ederim, çok naziksin
TR	157	classic	العفو، نورتينا	el-afv, navvartina	Rica ederim, hoş geldin
TR	158	cta	İş arkadaşından yardım isteyebilir misin?		İş Arkadaşından Yardım İstemek
TR	159	classic	ممكن تساعديني في حاجة؟	momken tsa'idini fi haga	Bir konuda bana yardım edebilir misin?
TR	160	classic	آه طبعًا، محتاجة إيه؟	ah tab'an, mihtaga eh	Evet tabii, neye ihtiyacın var?
TR	161	classic	مش عارفة أفتح الملف ده	miş arfa aftah el-malaf da	Bu dosyayı nasıl açacağımı bilmiyorum
TR	162	classic	استني، هورهولك	istanni, havarriholik	Bekle, sana göstereyim
TR	163	classic	كده تمام، شكرًا أوي	keda tamam, şokran avi	Şimdi oldu, çok teşekkür ederim
TR	164	classic	العفو، ولا يهمك	el-afv, vala yihimmik	Rica ederim, hiç önemli değil
TR	165	classic	بجد وفرتي عليا وقت كتير	bigad vaffarti alayya va't kitir	Gerçekten bana çok zaman kazandırdın
TR	166	cta	İşten erken çıkmak için izin isteyebilir misin?		İşten Erken Çıkmak İçin İzin İstemek
TR	167	classic	ممكن أخرج بدري النهارده؟	momken ahrog badri en-naharda	Bugün işten erken çıkabilir miyim?
TR	168	classic	خير، في حاجة؟	heer, fi haga	Hayırdır, bir şey mi oldu?
TR	169	classic	عندي معاد مهم الساعة أربعة	andi mi'ad mohim es-sa'a arba'a	Saat dörtte önemli bir randevum var
TR	170	classic	خلصتي الشغل اللي عليكي؟	hallasti eş-şuğl illi aleeki	Yapman gereken işleri bitirdin mi?
TR	171	classic	آه، خلصت كل حاجة	ah, hallast kol haga	Evet, her şeyi bitirdim
TR	172	classic	تمام، ممكن تمشي الساعة تلاتة	tamam, momken timşi es-sa'a talata	Tamam, saat üçte çıkabilirsin
TR	173	classic	شكرًا جدًا، مش هتأخر بكرة	şokran giddan, miş hat'ahhar bokra	Çok teşekkür ederim, yarın geç kalmayacağım
TR	174	cta	İşe geç kalınca ne dersin?		İşe Geç Kalınca Ne Dersin?
TR	175	classic	صباح الخير، معلش إني اتأخرت	sabah el-heer, ma'leş inni it'ahhart	Günaydın, geç kaldığım için kusura bakmayın
TR	176	classic	صباح النور، إيه اللي حصل؟	sabah en-nur, eh illi hasal	Günaydın, ne oldu?
TR	177	classic	الطريق كان زحمة أوي	et-tari' kan zahma avi	Trafik çok yoğundu
TR	178	classic	دي تاني مرة تتأخري الأسبوع ده	di tani marra tit'ahhari el-usbu' da	Bu hafta ikinci kez geç kalıyorsun
TR	179	classic	معاكي حق، مش هتتكرر تاني	ma'aki ha', miş hatitkarrar tani	Haklısınız, bir daha tekrarlanmayacak
TR	180	classic	تمام، يلا ابدئي شغلك	tamam, yalla ibda'i şuğlek	Tamam, hadi işine başla
TR	181	classic	حاضر، وشكرًا لتفهمك	hadir, ve-şokran li-tafahhomek	Peki, anlayışınız için teşekkür ederim
TR	182	cta	İşten izin isteyebilir misin?		İşten İzin İstemek
TR	183	classic	ممكن أخد إجازة يوم الخميس؟	momken ahod agaza yom el-hamis	Perşembe günü izin alabilir miyim?
TR	184	classic	في مناسبة ولا عندك مشوار؟	fi monasba vala andik maşvar	Özel bir durum mu var, yoksa bir işin mi var?
TR	185	classic	عندي معاد مهم ومش هقدر أأجله	andi mi'ad mohim ve-miş ha'dar a'aggelo	Önemli bir randevum var ve erteleyemem
TR	186	classic	خلصي شغلك قبل ما تمشي	hallisi şuğlek abl ma timşi	Gitmeden önce işini bitir
TR	187	classic	حاضر، هخلص كل حاجة	hadir, hahallas kol haga	Tamam, her şeyi bitireceğim
TR	188	classic	تمام، الإجازة موافق عليها	tamam, el-agaza movafa' aleeha	Tamam, iznin onaylandı
TR	189	classic	شكرًا جدًا، مش هعطلك	şokran giddan, miş ha'attalek	Çok teşekkür ederim, işlerinizi aksatmayacağım
TR	190	cta	Önemli bir şeyi unutunca ne dersin?		İş Yerinde Bir Şeyi Unutmak
TR	191	classic	أنا نسيت أبعت الإيميل امبارح	ana niseet ab'at el-email imbarih	Dün e-postayı göndermeyi unuttum
TR	192	classic	الإيميل كان مهم جدًا	el-email kan mohim giddan	E-posta çok önemliydi
TR	193	classic	معلش، هبعته دلوقتي حالًا	ma'leş, hab'ato dilva'ti halan	Kusura bakmayın, hemen şimdi göndereceğim
TR	194	classic	خلي بالك المرة الجاية	halli balek el-marra el-gaya	Bir dahaki sefere dikkat et
TR	195	classic	حاضر، مش هنسى تاني	hadir, miş hansa tani	Tamam, bir daha unutmayacağım
TR	196	classic	تمام، ابعتيه وبلغيني	tamam, ib'atiih ve-ballağiini	Tamam, gönder ve bana haber ver
TR	197	classic	حاضر، هبعته دلوقتي	hadir, hab'ato dilva'ti	Tamam, şimdi göndereceğim
TR	198	cta	Vardiyanı değiştirmek için nasıl izin istersin?		Vardiya Değiştirmek İstemek
TR	199	classic	ممكن أبدّل الشيفت بتاعي بكرة؟	momken abaddel eş-şift beta'i bokra	Yarınki vardiyamı değiştirebilir miyim?
TR	200	classic	عايزة تبدليه ليه؟	ayza tibaddelih leeh	Neden değiştirmek istiyorsun?
TR	201	classic	عندي ظرف مهم الصبح	andi zarf mohim es-sobh	Sabah önemli bir durumum var
TR	202	classic	لقيتي حد يبدّل معاكي؟	la'eeti hadd yibaddel ma'aki	Seninle vardiya değiştirecek birini buldun mu?
TR	203	classic	آه، سارة وافقت تبدّل معايا	ah, Sara vaf'et tibaddel ma'aya	Evet, Sara benimle vardiya değiştirmeyi kabul etti
TR	204	classic	تمام، ابعتيلي المواعيد الجديدة	tamam, ib'atili el-mava'iid el-gidiida	Tamam, yeni saatleri bana gönder
TR	205	classic	حاضر، هبعتهالك دلوقتي	hadir, hab'athalek dilva'ti	Tamam, şimdi göndereceğim
TR	206	cta	Kıyafet alışverişi yapabilir misin?		Kıyafet Mağazasında Alışveriş
TR	207	classic	ممكن أشوف البلوزة دي؟	momken aşuf el-bloza di	Bu bluzu görebilir miyim?
TR	208	classic	طبعًا، مقاسك كام؟	tab'an, mi'asek kam	Tabii, bedenin kaç?
TR	209	classic	غالبًا مقاسي ميديوم	ğaliban mi'asi medium	Genellikle bedenim medium
TR	210	classic	تحبي تجربي اللون الأسود؟	tihibbi tigarrabi el-lon el-isvid	Siyah rengini denemek ister misin?
TR	211	classic	آه، فين أوضة القياس؟	ah, fen odet el-'eyas	Evet, deneme kabini nerede?
